Date of analysis,Country,Total country population,Level 1,Area,Current from,Current to,Population analyzed current,Phase 3+ number current,Phase 3+ percentage current,Phase 1 number current,Phase 1 percentage current,Phase 2 number current,Phase 2 percentage current,Phase 3 number current,Phase 3 percentage current,Phase 4 number current,Phase 4 percentage current,Phase 5 number current,Phase 5 percentage current,First projection from,First projection to,Population analyzed first projection,Phase 3+ number first projection,Phase 3+ percentage first projection,Phase 1 number first projection,Phase 1 percentage first projection,Phase 2 number first projection,Phase 2 percentage first projection,Phase 3 number first projection,Phase 3 percentage first projection,Phase 4 number first projection,Phase 4 percentage first projection,Phase 5 number first projection,Phase 5 percentage first projection,Second projection from,Second projection to,Population analyzed second projection,Phase 3+ number second projection,Phase 3+ percentage second projection,Phase 1 number second projection,Phase 1 percentage second projection,Phase 2 number second projection,Phase 2 percentage second projection,Phase 3 number second projection,Phase 3 percentage second projection,Phase 4 number second projection,Phase 4 percentage second projection,Phase 5 number second projection,Phase 5 percentage second projection
#date+analysis,#country+code,#population,#loc+level1,#loc+area,#date+start+current,#date+end+current,#affected+num+ipc+current+total,#affected+num+ipc+current+p3plus,#affected+pct+ipc+current+p3plus,#affected+num+ipc+current+phase1,#affected+pct+ipc+current+phase1,#affected+num+ipc+current+phase2,#affected+pct+ipc+current+phase2,#affected+num+ipc+current+phase3,#affected+pct+ipc+current+phase3,#affected+num+ipc+current+phase4,#affected+pct+ipc+current+phase4,#affected+num+ipc+current+phase5,#affected+pct+ipc+current+phase5,#date+start+first_projection,#date+end+first_projection,#affected+num+ipc+first_projection+total,#affected+num+ipc+first_projection+p3plus,#affected+pct+ipc+first_projection+p3plus,#affected+num+ipc+first_projection+phase1,#affected+pct+ipc+first_projection+phase1,#affected+num+ipc+first_projection+phase2,#affected+pct+ipc+first_projection+phase2,#affected+num+ipc+first_projection+phase3,#affected+pct+ipc+first_projection+phase3,#affected+num+ipc+first_projection+phase4,#affected+pct+ipc+first_projection+phase4,#affected+num+ipc+first_projection+phase5,#affected+pct+ipc+first_projection+phase5,#date+start+second_projection,#date+end+second_projection,#affected+num+ipc+second_projection+total,#affected+num+ipc+second_projection+p3plus,#affected+pct+ipc+second_projection+p3plus,#affected+num+ipc+second_projection+phase1,#affected+pct+ipc+second_projection+phase1,#affected+num+ipc+second_projection+phase2,#affected+pct+ipc+second_projection+phase2,#affected+num+ipc+second_projection+phase3,#affected+pct+ipc+second_projection+phase3,#affected+num+ipc+second_projection+phase4,#affected+pct+ipc+second_projection+phase4,#affected+num+ipc+second_projection+phase5,#affected+pct+ipc+second_projection+phase5
Jun 2020,YEM,29826000,Abyan,Sarar,2020-02-01,2020-04-30,20588,6177,0.3,6176,0.3,8235,0.4,4118,0.2,2059,0.1,0,0,2020-07-01,2020-12-31,20588,10294,0.5,4118,0.2,6176,0.3,7206,0.35,3088,0.15,0,0,,,0,,,,,,,,,,,,
Jun 2020,YEM,29826000,Abyan,Zinjibar,2020-02-01,2020-04-30,40707,8141,0.2,16283,0.4,16283,0.4,6106,0.15,2035,0.05,0,0,2020-07-01,2020-12-31,40707,22388,0.55,8141,0.2,10177,0.25,14247,0.35,8141,0.2,0,0,,,0,,,,,,,,,,,,
Jun 2020,YEM,29826000,Abyan,Lawdar,2020-02-01,2020-04-30,119074,35723,0.3,35722,0.3,47630,0.4,29769,0.25,5954,0.05,0,0,2020-07-01,2020-12-31,119074,59537,0.5,23815,0.2,35722,0.3,41676,0.35,17861,0.15,0,0,,,0,,,,,,,,,,,,
Jun 2020,YEM,29826000,Abyan,Mudiyah,2020-02-01,2020-04-30,47465,16613,0.35,9493,0.2,21359,0.45,11866,0.25,4747,0.1,0,0,2020-07-01,2020-12-31,47465,23733,0.5,7120,0.15,16613,0.35,16613,0.35,7120,0.15,0,0,,,0,,,,,,,,,,,,
Jun 2020,YEM,29826000,Lahj,Al madaribah wa al aarah,2020-02-01,2020-04-30,71844,21553,0.3,25145,0.35,25145,0.35,17961,0.25,3592,0.05,0,0,2020-07-01,2020-12-31,71844,32329,0.45,21553,0.3,17961,0.25,25145,0.35,7184,0.1,0,0,,,0,,,,,,,,,,,,
Jun 2020,YEM,29826000,Lahj,Al maflahi,2020-02-01,2020-04-30,55565,8335,0.15,25004,0.45,22226,0.4,5557,0.1,2778,0.05,0,0,2020-07-01,2020-12-31,55565,19448,0.35,22226,0.4,13891,0.25,13891,0.25,5557,0.1,0,0,,,0,,,,,,,,,,,,
Jun 2020,YEM,29826000,Lahj,Al maqatirah,2020-02-01,2020-04-30,83840,29344,0.35,29344,0.35,25152,0.3,20960,0.25,8384,0.1,0,0,2020-07-01,2020-12-31,83840,41920,0.5,16768,0.2,25152,0.3,29344,0.35,12576,0.15,0,0,,,0,,,,,,,,,,,,
Jun 2020,YEM,29826000,Lahj,Al malah,2020-02-01,2020-04-30,40094,8019,0.2,18042,0.45,14033,0.35,6014,0.15,2005,0.05,0,0,2020-07-01,2020-12-31,40094,22051,0.55,8019,0.2,10024,0.25,18042,0.45,4009,0.1,0,0,,,0,,,,,,,,,,,,
Jun 2020,YEM,29826000,Lahj,Al qubaytah,2020-02-01,2020-04-30,126388,37917,0.3,37916,0.3,50555,0.4,25278,0.2,12639,0.1,0,0,2020-07-01,2020-12-31,126388,56875,0.45,31597,0.25,37916,0.3,44236,0.35,12639,0.1,0,0,,,0,,,,,,,,,,,,
Jun 2020,YEM,29826000,Lahj,Al had,2020-02-01,2020-04-30,77336,11601,0.15,38668,0.5,27068,0.35,7734,0.1,3867,0.05,0,0,2020-07-01,2020-12-31,77336,30935,0.4,23201,0.3,23201,0.3,23201,0.3,7734,0.1,0,0,,,0,,,,,,,,,,,,
Jun 2020,YEM,29826000,Lahj,Al hawtah,2020-02-01,2020-04-30,34852,5228,0.15,12198,0.35,17426,0.5,3485,0.1,1743,0.05,0,0,2020-07-01,2020-12-31,34852,19168,0.55,6970,0.2,8713,0.25,15683,0.45,3485,0.1,0,0,,,0,,,,,,,,,,,,
Jun 2020,YEM,29826000,Lahj,Al musaymir,2020-02-01,2020-04-30,37439,11232,0.3,14976,0.4,11232,0.3,9360,0.25,1872,0.05,0,0,2020-07-01,2020-12-31,37439,18720,0.5,7488,0.2,11232,0.3,13104,0.35,5616,0.15,0,0,,,0,,,,,,,,,,,,
Jun 2020,YEM,29826000,Lahj,Tuban,2020-02-01,2020-04-30,144544,21681,0.15,50590,0.35,72272,0.5,14454,0.1,7227,0.05,0,0,2020-07-01,2020-12-31,144544,72272,0.5,36136,0.25,36136,0.25,57818,0.4,14454,0.1,0,0,,,0,,,,,,,,,,,,
Jun 2020,YEM,29826000,Lahj,Tur al bahah,2020-02-01,2020-04-30,66342,16585,0.25,19903,0.3,29854,0.45,13268,0.2,3317,0.05,0,0,2020-07-01,2020-12-31,66342,33171,0.5,16586,0.25,16586,0.25,23220,0.35,9951,0.15,0,0,,,0,,,,,,,,,,,,
Jun 2020,YEM,29826000,Lahj,Habil jabr,2020-02-01,2020-04-30,59521,20832,0.35,20832,0.35,17856,0.3,11904,0.2,8928,0.15,0,0,2020-07-01,2020-12-31,59521,32736,0.55,11904,0.2,14880,0.25,23808,0.4,8928,0.15,0,0,,,0,,,,,,,,,,,,
Jun 2020,YEM,29826000,Lahj,Halmin,2020-02-01,2020-04-30,39987,13995,0.35,11996,0.3,13995,0.35,7997,0.2,5998,0.15,0,0,2020-07-01,2020-12-31,39987,23992,0.6,7997,0.2,7997,0.2,17994,0.45,5998,0.15,0,0,,,0,,,,,,,,,,,,
Jun 2020,YEM,29826000,Lahj,Radfan,2020-02-01,2020-04-30,62123,18637,0.3,21743,0.35,21743,0.35,12425,0.2,6212,0.1,0,0,2020-07-01,2020-12-31,62123,24849,0.4,18637,0.3,18637,0.3,18637,0.3,6212,0.1,0,0,,,0,,,,,,,,,,,,
Jun 2020,YEM,29826000,Lahj,Yafi,2020-02-01,2020-04-30,104880,15732,0.15,47196,0.45,41952,0.4,10488,0.1,5244,0.05,0,0,2020-07-01,2020-12-31,104880,36708,0.35,41952,0.4,26220,0.25,26220,0.25,10488,0.1,0,0,,,0,,,,,,,,,,,,
Jun 2020,YEM,29826000,Lahj,Yahr,2020-02-01,2020-04-30,53464,8019,0.15,21386,0.4,24059,0.45,5346,0.1,2673,0.05,0,0,2020-07-01,2020-12-31,53464,24059,0.45,13366,0.25,16039,0.3,16039,0.3,8020,0.15,0,0,,,0,,,,,,,,,,,,
Jun 2020,YEM,29826000,Aden,Al mansurah,2020-02-01,2020-04-30,170905,25636,0.15,51272,0.3,93998,0.55,17091,0.1,8545,0.05,0,0,2020-07-01,2020-12-31,170905,51271,0.3,51272,0.3,68362,0.4,42726,0.25,8545,0.05,0,0,,,0,,,,,,,,,,,,
Jun 2020,YEM,29826000,Aden,Al burayqah,2020-02-01,2020-04-30,130293,39088,0.3,32573,0.25,58632,0.45,26059,0.2,13029,0.1,0,0,2020-07-01,2020-12-31,130293,58632,0.45,26059,0.2,45603,0.35,39088,0.3,19544,0.15,0,0,,,0,,,,,,,,,,,,
Jun 2020,YEM,29826000,Aden,Al mualla,2020-02-01,2020-04-30,80680,12102,0.15,28238,0.35,40340,0.5,8068,0.1,4034,0.05,0,0,2020-07-01,2020-12-31,80680,28238,0.35,24204,0.3,28238,0.35,20170,0.25,8068,0.1,0,0,,,0,,,,,,,,,,,,
Jun 2020,YEM,29826000,Aden,Ash shaykh othman,2020-02-01,2020-04-30,177151,44288,0.25,44288,0.25,88576,0.5,26573,0.15,17715,0.1,0,0,2020-07-01,2020-12-31,177151,70860,0.4,35430,0.2,70860,0.4,53145,0.3,17715,0.1,0,0,,,0,,,,,,,,,,,,
Jun 2020,YEM,29826000,Aden,At tawahi,2020-02-01,2020-04-30,91444,13716,0.15,32005,0.35,45722,0.5,9144,0.1,4572,0.05,0,0,2020-07-01,2020-12-31,91444,22861,0.25,32005,0.35,36578,0.4,18289,0.2,4572,0.05,0,0,,,0,,,,,,,,,,,,
Jun 2020,YEM,29826000,Aden,Critar - Sirah,2020-02-01,2020-04-30,129552,19433,0.15,51821,0.4,58298,0.45,12955,0.1,6478,0.05,0,0,2020-07-01,2020-12-31,129552,45343,0.35,45343,0.35,38866,0.3,32388,0.25,12955,0.1,0,0,,,0,,,,,,,,,,,,
Jun 2020,YEM,29826000,Aden,Dar sad,2020-02-01,2020-04-30,144666,57867,0.4,28933,0.2,57866,0.4,36167,0.25,21700,0.15,0,0,2020-07-01,2020-12-31,144666,72333,0.5,28933,0.2,43400,0.3,50633,0.35,21700,0.15,0,0,,,0,,,,,,,,,,,,
Jun 2020,YEM,29826000,Aden,Khur maksar,2020-02-01,2020-04-30,72617,10893,0.15,29047,0.4,32678,0.45,7262,0.1,3631,0.05,0,0,2020-07-01,2020-12-31,72617,10893,0.15,29047,0.4,32678,0.45,7262,0.1,3631,0.05,0,0,,,0,,,,,,,,,,,,
Jun 2020,YEM,29826000,Al Maharah,Al masilah,2020-02-01,2020-04-30,19310,966,0.05,6759,0.35,11586,0.6,966,0.05,0,0,0,0,2020-07-01,2020-12-31,19310,5794,0.3,1931,0.1,11586,0.6,4828,0.25,966,0.05,0,0,,,0,,,,,,,,,,,,
Jun 2020,YEM,29826000,Al Maharah,Al ghaydhah,2020-02-01,2020-04-30,55513,2776,0.05,19430,0.35,33308,0.6,2776,0.05,0,0,0,0,2020-07-01,2020-12-31,55513,16654,0.3,8327,0.15,30532,0.55,13878,0.25,2776,0.05,0,0,,,0,,,,,,,,,,,,
Jun 2020,YEM,29826000,Al Maharah,Sayhut,2020-02-01,2020-04-30,21595,1080,0.05,7558,0.35,12957,0.6,1080,0.05,0,0,0,0,2020-07-01,2020-12-31,21595,3239,0.15,5399,0.25,12957,0.6,3239,0.15,0,0,0,0,,,0,,,,,,,,,,,,
Jun 2020,YEM,29826000,Al Maharah,Shahin,2020-02-01,2020-04-30,5863,879,0.15,1759,0.3,3225,0.55,586,0.1,293,0.05,0,0,2020-07-01,2020-12-31,5863,1172,0.2,1466,0.25,3225,0.55,879,0.15,293,0.05,0,0,,,0,,,,,,,,,,,,
Jun 2020,YEM,29826000,Al Maharah,Hat,2020-02-01,2020-04-30,5181,777,0.15,1554,0.3,2850,0.55,518,0.1,259,0.05,0,0,2020-07-01,2020-12-31,5181,777,0.15,1295,0.25,3109,0.6,518,0.1,259,0.05,0,0,,,0,,,,,,,,,,,,
Jun 2020,YEM,29826000,Al Maharah,Hawf,2020-02-01,2020-04-30,9338,0,0,6537,0.7,2801,0.3,0,0,0,0,0,0,2020-07-01,2020-12-31,9338,1868,0.2,1868,0.2,5603,0.6,1401,0.15,467,0.05,0,0,,,0,,,,,,,,,,,,
Jun 2020,YEM,29826000,Al Maharah,Haswin,2020-02-01,2020-04-30,20880,1044,0.05,6264,0.3,13572,0.65,1044,0.05,0,0,0,0,2020-07-01,2020-12-31,20880,5220,0.25,5220,0.25,10440,0.5,4176,0.2,1044,0.05,0,0,,,0,,,,,,,,,,,,
Jun 2020,YEM,29826000,Al Maharah,Qishn,2020-02-01,2020-04-30,22045,1102,0.05,7716,0.35,13227,0.6,1102,0.05,0,0,0,0,2020-07-01,2020-12-31,22045,3307,0.15,5511,0.25,13227,0.6,3307,0.15,0,0,0,0,,,0,,,,,,,,,,,,
Jun 2020,YEM,29826000,Al Maharah,Manar,2020-02-01,2020-04-30,9602,480,0.05,3361,0.35,5761,0.6,480,0.05,0,0,0,0,2020-07-01,2020-12-31,9602,1920,0.2,1440,0.15,6241,0.65,1440,0.15,480,0.05,0,0,,,0,,,,,,,,,,,,
Jun 2020,YEM,29826000,Socotra,Hidaybu,2020-02-01,2020-04-30,52774,23748,0.45,13194,0.25,15832,0.3,15832,0.3,7916,0.15,0,0,2020-07-01,2020-12-31,52774,26387,0.5,10555,0.2,15832,0.3,18471,0.35,7916,0.15,0,0,,,0,,,,,,,,,,,,
Jun 2020,YEM,29826000,Socotra,Qulensya wa abd al kuri,2020-02-01,2020-04-30,15473,7737,0.5,2321,0.15,5416,0.35,5416,0.35,2321,0.15,0,0,2020-07-01,2020-12-31,15473,8510,0.55,2321,0.15,4642,0.3,6189,0.4,2321,0.15,0,0,,,0,,,,,,,,,,,,
Jun 2019,YEM,30041712,Hajjah,Bani qa'is,2019-07-01,2019-09-30,89517,62662,0.7,8952,0.1,17903,0.2,35807,0.4,26855,0.3,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Jun 2019,YEM,30041712,Hajjah,Aslem,2019-07-01,2019-09-30,89544,53726,0.6,8954,0.1,26863,0.3,31340,0.35,22386,0.25,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Jun 2019,YEM,30041712,Hajjah,Bakil al mir,2019-07-01,2019-09-30,50338,37753,0.75,2517,0.05,10068,0.2,22652,0.45,15101,0.3,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Jun 2019,YEM,30041712,Hajjah,Khayran al muharraq,2019-07-01,2019-09-30,133462,80077,0.6,20019,0.15,33366,0.25,53385,0.4,26692,0.2,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Jun 2019,YEM,30041712,Hajjah,Mustaba,2019-07-01,2019-09-30,89930,53958,0.6,8993,0.1,26979,0.3,35972,0.4,17986,0.2,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Jun 2019,YEM,30041712,Sa'ada,Qatabir,2019-07-01,2019-09-30,150392,75196,0.5,30078,0.2,45118,0.3,52637,0.35,22559,0.15,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Jun 2019,YEM,30041712,Ibb,Al qafr,2019-07-01,2019-09-30,146630,65984,0.45,29326,0.2,51321,0.35,43989,0.3,21995,0.15,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Jun 2019,YEM,30041712,Al Hudaydah,Al hawak,2019-07-01,2019-09-30,82280,41140,0.5,16456,0.2,24684,0.3,32912,0.4,8228,0.1,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Jun 2019,YEM,30041712,Al Hudaydah,Al mina,2019-07-01,2019-09-30,33130,11596,0.35,4970,0.15,13583,0.41,11596,0.35,0,0,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Jun 2019,YEM,30041712,Al Hudaydah,Ad durayhimi,2019-07-01,2019-09-30,21897,8978,0.41,1095,0.05,4598,0.21,8978,0.41,0,0,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Jun 2019,YEM,30041712,Al Hudaydah,Al hali,2019-07-01,2019-09-30,60934,39607,0.65,6093,0.1,15234,0.25,21327,0.35,18280,0.3,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Jun 2019,YEM,30041712,Taizz,Dhubab,2019-07-01,2019-09-30,26481,10327,0.39,5561,0.21,10592,0.4,7944,0.3,2383,0.09,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Jun 2019,YEM,30041712,Taizz,At ta'iziyah,2019-07-01,2019-09-30,281622,140811,0.5,28162,0.1,112649,0.4,98568,0.35,42243,0.15,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Jun 2019,YEM,30041712,Taizz,Mawza,2019-07-01,2019-09-30,14398,5039,0.35,3024,0.21,5039,0.35,5039,0.35,0,0,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Jun 2019,YEM,30041712,Taizz,Maqbanah,2019-07-01,2019-09-30,262387,157432,0.6,39358,0.15,65597,0.25,104955,0.4,52477,0.2,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Jun 2019,YEM,30041712,Taizz,Al wazi'iyah,2019-07-01,2019-09-30,9626,2984,0.31,1540,0.16,3465,0.36,2984,0.31,0,0,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Jun 2019,YEM,30041712,Al Bayda,Wald rabi',2019-07-01,2019-09-30,25144,7543,0.3,4023,0.16,10058,0.4,7543,0.3,0,0,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Jun 2019,YEM,30041712,Hadramaut,Al abr,2019-07-01,2019-09-30,9315,2981,0.32,1490,0.16,3540,0.38,2981,0.32,0,0,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Jun 2019,YEM,30041712,Aden,Dar sad,2019-07-01,2019-09-30,144666,65100,0.45,28933,0.2,50633,0.35,43400,0.3,21700,0.15,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Jun 2019,YEM,30041712,Abyan,Zingibar,2019-07-01,2019-09-30,40707,17911,0.44,8141,0.2,13840,0.34,11805,0.29,6106,0.15,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Jun 2019,YEM,30041712,Abyan,Khanfir,2019-07-01,2019-09-30,167786,67115,0.4,33557,0.2,67114,0.4,50336,0.3,16779,0.1,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Jun 2019,YEM,30041712,Abyan,Sarar,2019-07-01,2019-09-30,20588,10088,0.49,3912,0.19,5971,0.29,7000,0.34,3088,0.15,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Jun 2019,YEM,30041712,Lahj,Al musaymir,2019-07-01,2019-09-30,37439,9360,0.25,7488,0.2,20591,0.55,7488,0.2,1872,0.05,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Jun 2019,YEM,30041712,Amran,Al qaflah,2019-07-01,2019-09-30,49655,19863,0.4,12414,0.25,17379,0.35,14897,0.3,4966,0.1,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Jun 2019,YEM,30041712,Amran,Al ashah,2019-07-01,2019-09-30,56222,28111,0.5,8433,0.15,19678,0.35,19678,0.35,8433,0.15,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Jun 2019,YEM,30041712,Amran,Suwayr,2019-07-01,2019-09-30,30733,19977,0.65,3073,0.1,7376,0.24,12601,0.41,7376,0.24,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Jun 2019,YEM,30041712,Amran,Maswar,2019-07-01,2019-09-30,52198,26099,0.5,7830,0.15,18269,0.35,18269,0.35,7830,0.15,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Jun 2019,YEM,30041712,Al Dhale'e,Al azariq,2019-07-01,2019-09-30,64847,35666,0.55,9727,0.15,19454,0.3,25939,0.4,9727,0.15,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Jun 2019,YEM,30041712,Al Mahwit,Milhan,2019-07-01,2019-09-30,138925,69463,0.5,20839,0.15,48624,0.35,48624,0.35,20839,0.15,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Al Dhalee,Al hussein,2018-12-01,2019-01-31,62888,40877,0.65,6289,0.1,15722,0.25,31444,0.5,9433,0.15,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Al Dhalee,Al husha,2018-12-01,2019-01-31,102267,57269,0.56,15340,0.15,30680,0.3,38861,0.38,18408,0.18,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Al Dhalee,Jahaf,2018-12-01,2019-01-31,40251,22138,0.55,6038,0.15,12075,0.3,16100,0.4,6038,0.15,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Al Dhalee,Qa'atabah,2018-12-01,2019-01-31,150392,84220,0.56,22559,0.15,45118,0.3,57149,0.38,27071,0.18,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Al Dhalee,Al azariq,2018-12-01,2019-01-31,64847,38260,0.59,6485,0.1,19454,0.3,27236,0.42,9727,0.15,1297,0.02,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Al Dhalee,Ash shu'ayb,2018-12-01,2019-01-31,34056,18730,0.55,5108,0.15,9876,0.29,13622,0.4,5108,0.15,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Al Dhalee,Ad dhale'e,2018-12-01,2019-01-31,132166,71369,0.54,19825,0.15,39650,0.3,48901,0.37,22468,0.17,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Al Dhalee,Damt,2018-12-01,2019-01-31,94535,51994,0.55,18907,0.2,23634,0.25,35923,0.38,16071,0.17,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Al Dhalee,Juban,2018-12-01,2019-01-31,69189,34594,0.5,13838,0.2,20757,0.3,24216,0.35,10378,0.15,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Amanat Al Asimah,Shu'aub,2018-12-01,2019-01-31,457595,251678,0.55,68639,0.15,137279,0.3,205918,0.45,45760,0.1,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Amanat Al Asimah,Assafi'yah,2018-12-01,2019-01-31,55299,33180,0.6,8295,0.15,13825,0.25,23779,0.43,9401,0.17,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Amanat Al Asimah,At tahrir,2018-12-01,2019-01-31,87444,46345,0.53,17489,0.2,23610,0.27,30605,0.35,15740,0.18,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Amanat Al Asimah,Al wahdah,2018-12-01,2019-01-31,9626,5583,0.58,963,0.1,2984,0.31,4043,0.42,1540,0.16,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Amanat Al Asimah,Az'zal,2018-12-01,2019-01-31,153759,84568,0.55,30752,0.2,38440,0.25,56891,0.37,27677,0.18,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Amanat Al Asimah,Bani al harith,2018-12-01,2019-01-31,461298,253714,0.55,92260,0.2,115325,0.25,184519,0.4,69195,0.15,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Amanat Al Asimah,Ath'thaorah,2018-12-01,2019-01-31,132473,86107,0.65,13247,0.1,33118,0.25,63587,0.48,22520,0.17,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Amanat Al Asimah,Ma'ain,2018-12-01,2019-01-31,612350,300052,0.49,122470,0.2,183705,0.3,226570,0.37,73482,0.12,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Amanat Al Asimah,As sabain,2018-12-01,2019-01-31,19362,8906,0.46,5034,0.26,6002,0.31,6970,0.36,1936,0.1,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Amanat Al Asimah,Old city,2018-12-01,2019-01-31,123688,55660,0.45,24738,0.2,43291,0.35,43291,0.35,12369,0.1,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Dhamar,Maghirib ans,2018-12-01,2019-01-31,86699,43350,0.5,17340,0.2,26010,0.3,30345,0.35,13005,0.15,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Dhamar,Al hada,2018-12-01,2019-01-31,224062,112031,0.5,44812,0.2,67219,0.3,78422,0.35,33609,0.15,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Dhamar,Anss,2018-12-01,2019-01-31,184030,64411,0.35,64411,0.35,55209,0.3,46008,0.25,18403,0.1,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Dhamar,Dhamar city,2018-12-01,2019-01-31,295027,191767,0.65,44254,0.15,59005,0.2,103259,0.35,88508,0.3,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Dhamar,Utmah,2018-12-01,2019-01-31,243119,121560,0.5,48624,0.2,72936,0.3,85092,0.35,36468,0.15,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Dhamar,Dawran aness,2018-12-01,2019-01-31,192342,134640,0.7,19234,0.1,38468,0.2,76937,0.4,57703,0.3,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Dhamar,Wusab al ali,2018-12-01,2019-01-31,275137,151326,0.55,55027,0.2,68784,0.25,110055,0.4,41271,0.15,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Dhamar,Jabal ash sharq,2018-12-01,2019-01-31,100576,60346,0.6,15086,0.15,25144,0.25,30173,0.3,30173,0.3,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Dhamar,Al manar,2018-12-01,2019-01-31,170905,59817,0.35,34181,0.2,76907,0.45,42726,0.25,17091,0.1,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Dec 2018,YEM,29884585,Dhamar,Wusab as safil,2018-12-01,2019-01-31,263145,184202,0.7,26315,0.1,52629,0.2,105258,0.4,78944,0.3,0,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,
