Date of analysis,Country,Total country population,Level 1,Area,Validity period,From,To,Phase,Number,Percentage
#date+analysis,#country+code,#population,#loc+level1,#loc+area,#period+v_ipc,#date+start,#date+end,#severity+v_ipc,#affected+num,#affected+pct
Apr 2024,SDN,47208125,West Darfur,W.Darfur IDPs,first projection,2024-06-01,2024-09-30,all,208053,1.0
Apr 2024,SDN,47208125,West Darfur,W.Darfur IDPs,first projection,2024-06-01,2024-09-30,3+,145638,0.7
Apr 2024,SDN,47208125,West Darfur,W.Darfur IDPs,first projection,2024-06-01,2024-09-30,1,10403,0.05
Apr 2024,SDN,47208125,West Darfur,W.Darfur IDPs,first projection,2024-06-01,2024-09-30,2,52013,0.25
Apr 2024,SDN,47208125,West Darfur,W.Darfur IDPs,first projection,2024-06-01,2024-09-30,3,72819,0.35
Apr 2024,SDN,47208125,West Darfur,W.Darfur IDPs,first projection,2024-06-01,2024-09-30,4,62416,0.3
Apr 2024,SDN,47208125,West Darfur,W.Darfur IDPs,first projection,2024-06-01,2024-09-30,5,10403,0.05
Apr 2024,SDN,47208125,West Darfur,W.Darfur IDPs,second projection,2024-10-01,2025-02-28,all,208053,1.0
Apr 2024,SDN,47208125,West Darfur,W.Darfur IDPs,second projection,2024-10-01,2025-02-28,3+,124832,0.6
Apr 2024,SDN,47208125,West Darfur,W.Darfur IDPs,second projection,2024-10-01,2025-02-28,1,20805,0.1
Apr 2024,SDN,47208125,West Darfur,W.Darfur IDPs,second projection,2024-10-01,2025-02-28,2,62416,0.3
Apr 2024,SDN,47208125,West Darfur,W.Darfur IDPs,second projection,2024-10-01,2025-02-28,3,83221,0.4
Apr 2024,SDN,47208125,West Darfur,W.Darfur IDPs,second projection,2024-10-01,2025-02-28,4,41611,0.2
Apr 2024,SDN,47208125,West Darfur,W.Darfur IDPs,second projection,2024-10-01,2025-02-28,5,0,0
Apr 2024,SDN,47208125,West Darfur,Habila - wd,current,2024-04-01,2024-05-31,all,103031,1.0
Apr 2024,SDN,47208125,West Darfur,Habila - wd,current,2024-04-01,2024-05-31,3+,56667,0.55
Apr 2024,SDN,47208125,West Darfur,Habila - wd,current,2024-04-01,2024-05-31,1,20606,0.2
Apr 2024,SDN,47208125,West Darfur,Habila - wd,current,2024-04-01,2024-05-31,2,25758,0.25
Apr 2024,SDN,47208125,West Darfur,Habila - wd,current,2024-04-01,2024-05-31,3,36061,0.35
Apr 2024,SDN,47208125,West Darfur,Habila - wd,current,2024-04-01,2024-05-31,4,20606,0.2
Apr 2024,SDN,47208125,West Darfur,Habila - wd,current,2024-04-01,2024-05-31,5,0,0
Apr 2024,SDN,47208125,West Darfur,Habila - wd,first projection,2024-06-01,2024-09-30,all,103031,1.0
Apr 2024,SDN,47208125,West Darfur,Habila - wd,first projection,2024-06-01,2024-09-30,3+,66971,0.65
Apr 2024,SDN,47208125,West Darfur,Habila - wd,first projection,2024-06-01,2024-09-30,1,15455,0.15
Apr 2024,SDN,47208125,West Darfur,Habila - wd,first projection,2024-06-01,2024-09-30,2,20606,0.2
Apr 2024,SDN,47208125,West Darfur,Habila - wd,first projection,2024-06-01,2024-09-30,3,36061,0.35
Apr 2024,SDN,47208125,West Darfur,Habila - wd,first projection,2024-06-01,2024-09-30,4,25758,0.25
Apr 2024,SDN,47208125,West Darfur,Habila - wd,first projection,2024-06-01,2024-09-30,5,5152,0.05
Apr 2024,SDN,47208125,West Darfur,Habila - wd,second projection,2024-10-01,2025-02-28,all,103031,1.0
Apr 2024,SDN,47208125,West Darfur,Habila - wd,second projection,2024-10-01,2025-02-28,3+,51515,0.5
Apr 2024,SDN,47208125,West Darfur,Habila - wd,second projection,2024-10-01,2025-02-28,1,20606,0.2
Apr 2024,SDN,47208125,West Darfur,Habila - wd,second projection,2024-10-01,2025-02-28,2,30909,0.3
Apr 2024,SDN,47208125,West Darfur,Habila - wd,second projection,2024-10-01,2025-02-28,3,30909,0.3
Apr 2024,SDN,47208125,West Darfur,Habila - wd,second projection,2024-10-01,2025-02-28,4,20606,0.2
Apr 2024,SDN,47208125,West Darfur,Habila - wd,second projection,2024-10-01,2025-02-28,5,0,0
Apr 2024,SDN,47208125,West Darfur,Jebel moon,current,2024-04-01,2024-05-31,all,87441,1.0
Apr 2024,SDN,47208125,West Darfur,Jebel moon,current,2024-04-01,2024-05-31,3+,43720,0.5
Apr 2024,SDN,47208125,West Darfur,Jebel moon,current,2024-04-01,2024-05-31,1,17488,0.2
Apr 2024,SDN,47208125,West Darfur,Jebel moon,current,2024-04-01,2024-05-31,2,26232,0.3
Apr 2024,SDN,47208125,West Darfur,Jebel moon,current,2024-04-01,2024-05-31,3,26232,0.3
Apr 2024,SDN,47208125,West Darfur,Jebel moon,current,2024-04-01,2024-05-31,4,17488,0.2
Apr 2024,SDN,47208125,West Darfur,Jebel moon,current,2024-04-01,2024-05-31,5,0,0
Apr 2024,SDN,47208125,West Darfur,Jebel moon,first projection,2024-06-01,2024-09-30,all,87441,1.0
Apr 2024,SDN,47208125,West Darfur,Jebel moon,first projection,2024-06-01,2024-09-30,3+,52464,0.6
Apr 2024,SDN,47208125,West Darfur,Jebel moon,first projection,2024-06-01,2024-09-30,1,13116,0.15
Apr 2024,SDN,47208125,West Darfur,Jebel moon,first projection,2024-06-01,2024-09-30,2,21860,0.25
Apr 2024,SDN,47208125,West Darfur,Jebel moon,first projection,2024-06-01,2024-09-30,3,30604,0.35
Apr 2024,SDN,47208125,West Darfur,Jebel moon,first projection,2024-06-01,2024-09-30,4,21860,0.25
Apr 2024,SDN,47208125,West Darfur,Jebel moon,first projection,2024-06-01,2024-09-30,5,0,0
Apr 2024,SDN,47208125,West Darfur,Jebel moon,second projection,2024-10-01,2025-02-28,all,87441,1.0
Apr 2024,SDN,47208125,West Darfur,Jebel moon,second projection,2024-10-01,2025-02-28,3+,43720,0.5
Apr 2024,SDN,47208125,West Darfur,Jebel moon,second projection,2024-10-01,2025-02-28,1,17488,0.2
Apr 2024,SDN,47208125,West Darfur,Jebel moon,second projection,2024-10-01,2025-02-28,2,26232,0.3
Apr 2024,SDN,47208125,West Darfur,Jebel moon,second projection,2024-10-01,2025-02-28,3,26232,0.3
Apr 2024,SDN,47208125,West Darfur,Jebel moon,second projection,2024-10-01,2025-02-28,4,17488,0.2
Apr 2024,SDN,47208125,West Darfur,Jebel moon,second projection,2024-10-01,2025-02-28,5,0,0
Apr 2024,SDN,47208125,West Darfur,Foro baranga,current,2024-04-01,2024-05-31,all,71470,1.0
Apr 2024,SDN,47208125,West Darfur,Foro baranga,current,2024-04-01,2024-05-31,3+,39309,0.55
Apr 2024,SDN,47208125,West Darfur,Foro baranga,current,2024-04-01,2024-05-31,1,14294,0.2
Apr 2024,SDN,47208125,West Darfur,Foro baranga,current,2024-04-01,2024-05-31,2,17868,0.25
Apr 2024,SDN,47208125,West Darfur,Foro baranga,current,2024-04-01,2024-05-31,3,25015,0.35
Apr 2024,SDN,47208125,West Darfur,Foro baranga,current,2024-04-01,2024-05-31,4,14294,0.2
Apr 2024,SDN,47208125,West Darfur,Foro baranga,current,2024-04-01,2024-05-31,5,0,0
Apr 2024,SDN,47208125,West Darfur,Foro baranga,first projection,2024-06-01,2024-09-30,all,71470,1.0
Apr 2024,SDN,47208125,West Darfur,Foro baranga,first projection,2024-06-01,2024-09-30,3+,46456,0.65
Apr 2024,SDN,47208125,West Darfur,Foro baranga,first projection,2024-06-01,2024-09-30,1,10721,0.15
Apr 2024,SDN,47208125,West Darfur,Foro baranga,first projection,2024-06-01,2024-09-30,2,14294,0.2
Apr 2024,SDN,47208125,West Darfur,Foro baranga,first projection,2024-06-01,2024-09-30,3,28588,0.4
Apr 2024,SDN,47208125,West Darfur,Foro baranga,first projection,2024-06-01,2024-09-30,4,17868,0.25
Apr 2024,SDN,47208125,West Darfur,Foro baranga,first projection,2024-06-01,2024-09-30,5,0,0
Apr 2024,SDN,47208125,West Darfur,Foro baranga,second projection,2024-10-01,2025-02-28,all,71470,1.0
Apr 2024,SDN,47208125,West Darfur,Foro baranga,second projection,2024-10-01,2025-02-28,3+,39309,0.55
Apr 2024,SDN,47208125,West Darfur,Foro baranga,second projection,2024-10-01,2025-02-28,1,10721,0.15
Apr 2024,SDN,47208125,West Darfur,Foro baranga,second projection,2024-10-01,2025-02-28,2,21441,0.3
Apr 2024,SDN,47208125,West Darfur,Foro baranga,second projection,2024-10-01,2025-02-28,3,25015,0.35
Apr 2024,SDN,47208125,West Darfur,Foro baranga,second projection,2024-10-01,2025-02-28,4,14294,0.2
Apr 2024,SDN,47208125,West Darfur,Foro baranga,second projection,2024-10-01,2025-02-28,5,0,0
Apr 2024,SDN,47208125,West Darfur,Beida,current,2024-04-01,2024-05-31,all,33769,1.0
Apr 2024,SDN,47208125,West Darfur,Beida,current,2024-04-01,2024-05-31,3+,16885,0.5
Apr 2024,SDN,47208125,West Darfur,Beida,current,2024-04-01,2024-05-31,1,6754,0.2
Apr 2024,SDN,47208125,West Darfur,Beida,current,2024-04-01,2024-05-31,2,10131,0.3
Apr 2024,SDN,47208125,West Darfur,Beida,current,2024-04-01,2024-05-31,3,10131,0.3
Apr 2024,SDN,47208125,West Darfur,Beida,current,2024-04-01,2024-05-31,4,6754,0.2
Apr 2024,SDN,47208125,West Darfur,Beida,current,2024-04-01,2024-05-31,5,0,0
Apr 2024,SDN,47208125,West Darfur,Beida,first projection,2024-06-01,2024-09-30,all,33769,1.0
Apr 2024,SDN,47208125,West Darfur,Beida,first projection,2024-06-01,2024-09-30,3+,20261,0.6
Apr 2024,SDN,47208125,West Darfur,Beida,first projection,2024-06-01,2024-09-30,1,5065,0.15
Apr 2024,SDN,47208125,West Darfur,Beida,first projection,2024-06-01,2024-09-30,2,8442,0.25
Apr 2024,SDN,47208125,West Darfur,Beida,first projection,2024-06-01,2024-09-30,3,11819,0.35
Apr 2024,SDN,47208125,West Darfur,Beida,first projection,2024-06-01,2024-09-30,4,8442,0.25
Apr 2024,SDN,47208125,West Darfur,Beida,first projection,2024-06-01,2024-09-30,5,0,0
Apr 2024,SDN,47208125,West Darfur,Beida,second projection,2024-10-01,2025-02-28,all,33769,1.0
Apr 2024,SDN,47208125,West Darfur,Beida,second projection,2024-10-01,2025-02-28,3+,16884,0.5
Apr 2024,SDN,47208125,West Darfur,Beida,second projection,2024-10-01,2025-02-28,1,6754,0.2
Apr 2024,SDN,47208125,West Darfur,Beida,second projection,2024-10-01,2025-02-28,2,10131,0.3
Apr 2024,SDN,47208125,West Darfur,Beida,second projection,2024-10-01,2025-02-28,3,11819,0.35
Apr 2024,SDN,47208125,West Darfur,Beida,second projection,2024-10-01,2025-02-28,4,5065,0.15
Apr 2024,SDN,47208125,West Darfur,Beida,second projection,2024-10-01,2025-02-28,5,0,0
Apr 2024,SDN,47208125,West Darfur,Kereneik,current,2024-04-01,2024-05-31,all,339060,1.0
Apr 2024,SDN,47208125,West Darfur,Kereneik,current,2024-04-01,2024-05-31,3+,203436,0.6
Apr 2024,SDN,47208125,West Darfur,Kereneik,current,2024-04-01,2024-05-31,1,33906,0.1
Apr 2024,SDN,47208125,West Darfur,Kereneik,current,2024-04-01,2024-05-31,2,101718,0.3
Apr 2024,SDN,47208125,West Darfur,Kereneik,current,2024-04-01,2024-05-31,3,118671,0.35
Apr 2024,SDN,47208125,West Darfur,Kereneik,current,2024-04-01,2024-05-31,4,84765,0.25
Apr 2024,SDN,47208125,West Darfur,Kereneik,current,2024-04-01,2024-05-31,5,0,0
Apr 2024,SDN,47208125,West Darfur,Kereneik,first projection,2024-06-01,2024-09-30,all,339060,1.0
Apr 2024,SDN,47208125,West Darfur,Kereneik,first projection,2024-06-01,2024-09-30,3+,220389,0.65
Apr 2024,SDN,47208125,West Darfur,Kereneik,first projection,2024-06-01,2024-09-30,1,33906,0.1
Apr 2024,SDN,47208125,West Darfur,Kereneik,first projection,2024-06-01,2024-09-30,2,84765,0.25
Apr 2024,SDN,47208125,West Darfur,Kereneik,first projection,2024-06-01,2024-09-30,3,118671,0.35
Apr 2024,SDN,47208125,West Darfur,Kereneik,first projection,2024-06-01,2024-09-30,4,84765,0.25
Apr 2024,SDN,47208125,West Darfur,Kereneik,first projection,2024-06-01,2024-09-30,5,16953,0.05
Apr 2024,SDN,47208125,West Darfur,Kereneik,second projection,2024-10-01,2025-02-28,all,339060,1.0
Apr 2024,SDN,47208125,West Darfur,Kereneik,second projection,2024-10-01,2025-02-28,3+,186483,0.55
Apr 2024,SDN,47208125,West Darfur,Kereneik,second projection,2024-10-01,2025-02-28,1,50859,0.15
Apr 2024,SDN,47208125,West Darfur,Kereneik,second projection,2024-10-01,2025-02-28,2,101718,0.3
Apr 2024,SDN,47208125,West Darfur,Kereneik,second projection,2024-10-01,2025-02-28,3,101718,0.3
Apr 2024,SDN,47208125,West Darfur,Kereneik,second projection,2024-10-01,2025-02-28,4,84765,0.25
Apr 2024,SDN,47208125,West Darfur,Kereneik,second projection,2024-10-01,2025-02-28,5,0,0
Apr 2024,SDN,47208125,West Darfur,Kulbus,current,2024-04-01,2024-05-31,all,82245,1.0
Apr 2024,SDN,47208125,West Darfur,Kulbus,current,2024-04-01,2024-05-31,3+,37011,0.45
Apr 2024,SDN,47208125,West Darfur,Kulbus,current,2024-04-01,2024-05-31,1,20561,0.25
Apr 2024,SDN,47208125,West Darfur,Kulbus,current,2024-04-01,2024-05-31,2,24674,0.3
Apr 2024,SDN,47208125,West Darfur,Kulbus,current,2024-04-01,2024-05-31,3,24674,0.3
Apr 2024,SDN,47208125,West Darfur,Kulbus,current,2024-04-01,2024-05-31,4,12337,0.15
Apr 2024,SDN,47208125,West Darfur,Kulbus,current,2024-04-01,2024-05-31,5,0,0
Apr 2024,SDN,47208125,West Darfur,Kulbus,first projection,2024-06-01,2024-09-30,all,82245,1.0
Apr 2024,SDN,47208125,West Darfur,Kulbus,first projection,2024-06-01,2024-09-30,3+,45235,0.55
Apr 2024,SDN,47208125,West Darfur,Kulbus,first projection,2024-06-01,2024-09-30,1,12337,0.15
Apr 2024,SDN,47208125,West Darfur,Kulbus,first projection,2024-06-01,2024-09-30,2,24674,0.3
Apr 2024,SDN,47208125,West Darfur,Kulbus,first projection,2024-06-01,2024-09-30,3,28786,0.35
Apr 2024,SDN,47208125,West Darfur,Kulbus,first projection,2024-06-01,2024-09-30,4,16449,0.2
Apr 2024,SDN,47208125,West Darfur,Kulbus,first projection,2024-06-01,2024-09-30,5,0,0
Apr 2024,SDN,47208125,West Darfur,Kulbus,second projection,2024-10-01,2025-02-28,all,82245,1.0
Apr 2024,SDN,47208125,West Darfur,Kulbus,second projection,2024-10-01,2025-02-28,3+,37011,0.45
Apr 2024,SDN,47208125,West Darfur,Kulbus,second projection,2024-10-01,2025-02-28,1,16449,0.2
Apr 2024,SDN,47208125,West Darfur,Kulbus,second projection,2024-10-01,2025-02-28,2,28786,0.35
Apr 2024,SDN,47208125,West Darfur,Kulbus,second projection,2024-10-01,2025-02-28,3,24674,0.3
Apr 2024,SDN,47208125,West Darfur,Kulbus,second projection,2024-10-01,2025-02-28,4,12337,0.15
Apr 2024,SDN,47208125,West Darfur,Kulbus,second projection,2024-10-01,2025-02-28,5,0,0
Apr 2024,SDN,47208125,West Darfur,Sirba,current,2024-04-01,2024-05-31,all,141478,1.0
Apr 2024,SDN,47208125,West Darfur,Sirba,current,2024-04-01,2024-05-31,3+,91961,0.65
Apr 2024,SDN,47208125,West Darfur,Sirba,current,2024-04-01,2024-05-31,1,14148,0.1
Apr 2024,SDN,47208125,West Darfur,Sirba,current,2024-04-01,2024-05-31,2,35370,0.25
Apr 2024,SDN,47208125,West Darfur,Sirba,current,2024-04-01,2024-05-31,3,49517,0.35
Apr 2024,SDN,47208125,West Darfur,Sirba,current,2024-04-01,2024-05-31,4,35370,0.25
Apr 2024,SDN,47208125,West Darfur,Sirba,current,2024-04-01,2024-05-31,5,7074,0.05
Apr 2024,SDN,47208125,West Darfur,Sirba,first projection,2024-06-01,2024-09-30,all,141478,1.0
Apr 2024,SDN,47208125,West Darfur,Sirba,first projection,2024-06-01,2024-09-30,3+,99034,0.7
Apr 2024,SDN,47208125,West Darfur,Sirba,first projection,2024-06-01,2024-09-30,1,7074,0.05
Apr 2024,SDN,47208125,West Darfur,Sirba,first projection,2024-06-01,2024-09-30,2,35370,0.25
Apr 2024,SDN,47208125,West Darfur,Sirba,first projection,2024-06-01,2024-09-30,3,49517,0.35
Apr 2024,SDN,47208125,West Darfur,Sirba,first projection,2024-06-01,2024-09-30,4,42443,0.3
Apr 2024,SDN,47208125,West Darfur,Sirba,first projection,2024-06-01,2024-09-30,5,7074,0.05
Apr 2024,SDN,47208125,West Darfur,Sirba,second projection,2024-10-01,2025-02-28,all,141478,1.0
Apr 2024,SDN,47208125,West Darfur,Sirba,second projection,2024-10-01,2025-02-28,3+,84887,0.6
Apr 2024,SDN,47208125,West Darfur,Sirba,second projection,2024-10-01,2025-02-28,1,14148,0.1
Apr 2024,SDN,47208125,West Darfur,Sirba,second projection,2024-10-01,2025-02-28,2,42443,0.3
Apr 2024,SDN,47208125,West Darfur,Sirba,second projection,2024-10-01,2025-02-28,3,49517,0.35
Apr 2024,SDN,47208125,West Darfur,Sirba,second projection,2024-10-01,2025-02-28,4,35370,0.25
Apr 2024,SDN,47208125,West Darfur,Sirba,second projection,2024-10-01,2025-02-28,5,0,0
Apr 2024,SDN,47208125,West Darfur,Ag geneina,current,2024-04-01,2024-05-31,all,234942,1.0
Apr 2024,SDN,47208125,West Darfur,Ag geneina,current,2024-04-01,2024-05-31,3+,140966,0.6
Apr 2024,SDN,47208125,West Darfur,Ag geneina,current,2024-04-01,2024-05-31,1,35241,0.15
Apr 2024,SDN,47208125,West Darfur,Ag geneina,current,2024-04-01,2024-05-31,2,58736,0.25
Apr 2024,SDN,47208125,West Darfur,Ag geneina,current,2024-04-01,2024-05-31,3,82230,0.35
Apr 2024,SDN,47208125,West Darfur,Ag geneina,current,2024-04-01,2024-05-31,4,58736,0.25
Apr 2024,SDN,47208125,West Darfur,Ag geneina,current,2024-04-01,2024-05-31,5,0,0
Apr 2024,SDN,47208125,West Darfur,Ag geneina,first projection,2024-06-01,2024-09-30,all,234942,1.0
Apr 2024,SDN,47208125,West Darfur,Ag geneina,first projection,2024-06-01,2024-09-30,3+,152713,0.65
Apr 2024,SDN,47208125,West Darfur,Ag geneina,first projection,2024-06-01,2024-09-30,1,23494,0.1
Apr 2024,SDN,47208125,West Darfur,Ag geneina,first projection,2024-06-01,2024-09-30,2,58736,0.25
Apr 2024,SDN,47208125,West Darfur,Ag geneina,first projection,2024-06-01,2024-09-30,3,82230,0.35
Apr 2024,SDN,47208125,West Darfur,Ag geneina,first projection,2024-06-01,2024-09-30,4,58736,0.25
Apr 2024,SDN,47208125,West Darfur,Ag geneina,first projection,2024-06-01,2024-09-30,5,11747,0.05
Apr 2024,SDN,47208125,West Darfur,Ag geneina,second projection,2024-10-01,2025-02-28,all,234942,1.0
Apr 2024,SDN,47208125,West Darfur,Ag geneina,second projection,2024-10-01,2025-02-28,3+,129218,0.55
Apr 2024,SDN,47208125,West Darfur,Ag geneina,second projection,2024-10-01,2025-02-28,1,35241,0.15
Apr 2024,SDN,47208125,West Darfur,Ag geneina,second projection,2024-10-01,2025-02-28,2,70483,0.3
Apr 2024,SDN,47208125,West Darfur,Ag geneina,second projection,2024-10-01,2025-02-28,3,82230,0.35
Apr 2024,SDN,47208125,West Darfur,Ag geneina,second projection,2024-10-01,2025-02-28,4,46988,0.2
Apr 2024,SDN,47208125,West Darfur,Ag geneina,second projection,2024-10-01,2025-02-28,5,0,0
Apr 2024,SDN,47208125,Red Sea,Haya,current,2024-04-01,2024-05-31,all,330370,1.0
Apr 2024,SDN,47208125,Red Sea,Haya,current,2024-04-01,2024-05-31,3+,99110,0.3
Apr 2024,SDN,47208125,Red Sea,Haya,current,2024-04-01,2024-05-31,1,99111,0.3
Apr 2024,SDN,47208125,Red Sea,Haya,current,2024-04-01,2024-05-31,2,132148,0.4
Apr 2024,SDN,47208125,Red Sea,Haya,current,2024-04-01,2024-05-31,3,82592,0.25
Apr 2024,SDN,47208125,Red Sea,Haya,current,2024-04-01,2024-05-31,4,16518,0.05
Apr 2024,SDN,47208125,Red Sea,Haya,current,2024-04-01,2024-05-31,5,0,0
Apr 2024,SDN,47208125,Red Sea,Haya,first projection,2024-06-01,2024-09-30,all,330370,1.0
Apr 2024,SDN,47208125,Red Sea,Haya,first projection,2024-06-01,2024-09-30,3+,115629,0.35
Apr 2024,SDN,47208125,Red Sea,Haya,first projection,2024-06-01,2024-09-30,1,99111,0.3
Apr 2024,SDN,47208125,Red Sea,Haya,first projection,2024-06-01,2024-09-30,2,115629,0.35
Apr 2024,SDN,47208125,Red Sea,Haya,first projection,2024-06-01,2024-09-30,3,99111,0.3
Apr 2024,SDN,47208125,Red Sea,Haya,first projection,2024-06-01,2024-09-30,4,16518,0.05
Apr 2024,SDN,47208125,Red Sea,Haya,first projection,2024-06-01,2024-09-30,5,0,0
Apr 2024,SDN,47208125,Red Sea,Haya,second projection,2024-10-01,2025-02-28,all,330370,1.0
Apr 2024,SDN,47208125,Red Sea,Haya,second projection,2024-10-01,2025-02-28,3+,99110,0.3
Apr 2024,SDN,47208125,Red Sea,Haya,second projection,2024-10-01,2025-02-28,1,99111,0.3
Apr 2024,SDN,47208125,Red Sea,Haya,second projection,2024-10-01,2025-02-28,2,132148,0.4
Apr 2024,SDN,47208125,Red Sea,Haya,second projection,2024-10-01,2025-02-28,3,82592,0.25
Apr 2024,SDN,47208125,Red Sea,Haya,second projection,2024-10-01,2025-02-28,4,16518,0.05
Apr 2024,SDN,47208125,Red Sea,Haya,second projection,2024-10-01,2025-02-28,5,0,0
Apr 2024,SDN,47208125,Red Sea,Agig,current,2024-04-01,2024-05-31,all,88866,1.0
Apr 2024,SDN,47208125,Red Sea,Agig,current,2024-04-01,2024-05-31,3+,39990,0.45
Apr 2024,SDN,47208125,Red Sea,Agig,current,2024-04-01,2024-05-31,1,22217,0.25
Apr 2024,SDN,47208125,Red Sea,Agig,current,2024-04-01,2024-05-31,2,26660,0.3
Apr 2024,SDN,47208125,Red Sea,Agig,current,2024-04-01,2024-05-31,3,31103,0.35
Apr 2024,SDN,47208125,Red Sea,Agig,current,2024-04-01,2024-05-31,4,8887,0.1
Apr 2024,SDN,47208125,Red Sea,Agig,current,2024-04-01,2024-05-31,5,0,0
Apr 2024,SDN,47208125,Red Sea,Agig,first projection,2024-06-01,2024-09-30,all,88866,1.0
Apr 2024,SDN,47208125,Red Sea,Agig,first projection,2024-06-01,2024-09-30,3+,48876,0.55
Apr 2024,SDN,47208125,Red Sea,Agig,first projection,2024-06-01,2024-09-30,1,13330,0.15
Apr 2024,SDN,47208125,Red Sea,Agig,first projection,2024-06-01,2024-09-30,2,26660,0.3
Apr 2024,SDN,47208125,Red Sea,Agig,first projection,2024-06-01,2024-09-30,3,31103,0.35
Apr 2024,SDN,47208125,Red Sea,Agig,first projection,2024-06-01,2024-09-30,4,17773,0.2
Apr 2024,SDN,47208125,Red Sea,Agig,first projection,2024-06-01,2024-09-30,5,0,0
Apr 2024,SDN,47208125,Red Sea,Agig,second projection,2024-10-01,2025-02-28,all,88866,1.0
Apr 2024,SDN,47208125,Red Sea,Agig,second projection,2024-10-01,2025-02-28,3+,35547,0.4
Apr 2024,SDN,47208125,Red Sea,Agig,second projection,2024-10-01,2025-02-28,1,22217,0.25
Apr 2024,SDN,47208125,Red Sea,Agig,second projection,2024-10-01,2025-02-28,2,31103,0.35
Apr 2024,SDN,47208125,Red Sea,Agig,second projection,2024-10-01,2025-02-28,3,26660,0.3
Apr 2024,SDN,47208125,Red Sea,Agig,second projection,2024-10-01,2025-02-28,4,8887,0.1
Apr 2024,SDN,47208125,Red Sea,Agig,second projection,2024-10-01,2025-02-28,5,0,0
Apr 2024,SDN,47208125,Red Sea,Jubayt elma'aadin,current,2024-04-01,2024-05-31,all,113935,1.0
Apr 2024,SDN,47208125,Red Sea,Jubayt elma'aadin,current,2024-04-01,2024-05-31,3+,45574,0.4
Apr 2024,SDN,47208125,Red Sea,Jubayt elma'aadin,current,2024-04-01,2024-05-31,1,22787,0.2
Apr 2024,SDN,47208125,Red Sea,Jubayt elma'aadin,current,2024-04-01,2024-05-31,2,45574,0.4
Apr 2024,SDN,47208125,Red Sea,Jubayt elma'aadin,current,2024-04-01,2024-05-31,3,39877,0.35
Apr 2024,SDN,47208125,Red Sea,Jubayt elma'aadin,current,2024-04-01,2024-05-31,4,5697,0.05
Apr 2024,SDN,47208125,Red Sea,Jubayt elma'aadin,current,2024-04-01,2024-05-31,5,0,0
