Date of analysis,Country,Total country population,Level 1,Area,Validity period,From,To,Phase,Number,Percentage
#date+analysis,#country+code,#population,#loc+level1,#loc+area,#period+v_ipc,#date+start,#date+end,#severity+v_ipc,#affected+num,#affected+pct
Mar 2021,SDN,46796616,River Nile,Abu hamad,current,2021-04-01,2021-05-31,all,115321,1.0
Mar 2021,SDN,46796616,River Nile,Abu hamad,current,2021-04-01,2021-05-31,3+,5766,0.05
Mar 2021,SDN,46796616,River Nile,Abu hamad,current,2021-04-01,2021-05-31,1,74958,0.65
Mar 2021,SDN,46796616,River Nile,Abu hamad,current,2021-04-01,2021-05-31,2,34596,0.3
Mar 2021,SDN,46796616,River Nile,Abu hamad,current,2021-04-01,2021-05-31,3,5766,0.05
Mar 2021,SDN,46796616,River Nile,Abu hamad,current,2021-04-01,2021-05-31,4,0,0
Mar 2021,SDN,46796616,River Nile,Abu hamad,current,2021-04-01,2021-05-31,5,0,0
Mar 2021,SDN,46796616,River Nile,Abu hamad,first projection,2021-06-01,2021-09-30,all,115321,1.0
Mar 2021,SDN,46796616,River Nile,Abu hamad,first projection,2021-06-01,2021-09-30,3+,11532,0.1
Mar 2021,SDN,46796616,River Nile,Abu hamad,first projection,2021-06-01,2021-09-30,1,57660,0.5
Mar 2021,SDN,46796616,River Nile,Abu hamad,first projection,2021-06-01,2021-09-30,2,46128,0.4
Mar 2021,SDN,46796616,River Nile,Abu hamad,first projection,2021-06-01,2021-09-30,3,11532,0.1
Mar 2021,SDN,46796616,River Nile,Abu hamad,first projection,2021-06-01,2021-09-30,4,0,0
Mar 2021,SDN,46796616,River Nile,Abu hamad,first projection,2021-06-01,2021-09-30,5,0,0
Mar 2021,SDN,46796616,River Nile,Abu hamad,second projection,2021-10-01,2022-02-28,all,115321,1.0
Mar 2021,SDN,46796616,River Nile,Abu hamad,second projection,2021-10-01,2022-02-28,3+,5766,0.05
Mar 2021,SDN,46796616,River Nile,Abu hamad,second projection,2021-10-01,2022-02-28,1,69192,0.6
Mar 2021,SDN,46796616,River Nile,Abu hamad,second projection,2021-10-01,2022-02-28,2,40362,0.35
Mar 2021,SDN,46796616,River Nile,Abu hamad,second projection,2021-10-01,2022-02-28,3,5766,0.05
Mar 2021,SDN,46796616,River Nile,Abu hamad,second projection,2021-10-01,2022-02-28,4,0,0
Mar 2021,SDN,46796616,River Nile,Abu hamad,second projection,2021-10-01,2022-02-28,5,0,0
Mar 2021,SDN,46796616,River Nile,Barbar,current,2021-04-01,2021-05-31,all,219171,1.0
Mar 2021,SDN,46796616,River Nile,Barbar,current,2021-04-01,2021-05-31,3+,10958,0.05
Mar 2021,SDN,46796616,River Nile,Barbar,current,2021-04-01,2021-05-31,1,153419,0.7
Mar 2021,SDN,46796616,River Nile,Barbar,current,2021-04-01,2021-05-31,2,54792,0.25
Mar 2021,SDN,46796616,River Nile,Barbar,current,2021-04-01,2021-05-31,3,10958,0.05
Mar 2021,SDN,46796616,River Nile,Barbar,current,2021-04-01,2021-05-31,4,0,0
Mar 2021,SDN,46796616,River Nile,Barbar,current,2021-04-01,2021-05-31,5,0,0
Mar 2021,SDN,46796616,River Nile,Barbar,first projection,2021-06-01,2021-09-30,all,219171,1.0
Mar 2021,SDN,46796616,River Nile,Barbar,first projection,2021-06-01,2021-09-30,3+,21917,0.1
Mar 2021,SDN,46796616,River Nile,Barbar,first projection,2021-06-01,2021-09-30,1,131502,0.6
Mar 2021,SDN,46796616,River Nile,Barbar,first projection,2021-06-01,2021-09-30,2,65751,0.3
Mar 2021,SDN,46796616,River Nile,Barbar,first projection,2021-06-01,2021-09-30,3,21917,0.1
Mar 2021,SDN,46796616,River Nile,Barbar,first projection,2021-06-01,2021-09-30,4,0,0
Mar 2021,SDN,46796616,River Nile,Barbar,first projection,2021-06-01,2021-09-30,5,0,0
Mar 2021,SDN,46796616,River Nile,Barbar,second projection,2021-10-01,2022-02-28,all,219171,1.0
Mar 2021,SDN,46796616,River Nile,Barbar,second projection,2021-10-01,2022-02-28,3+,10958,0.05
Mar 2021,SDN,46796616,River Nile,Barbar,second projection,2021-10-01,2022-02-28,1,131502,0.6
Mar 2021,SDN,46796616,River Nile,Barbar,second projection,2021-10-01,2022-02-28,2,76709,0.35
Mar 2021,SDN,46796616,River Nile,Barbar,second projection,2021-10-01,2022-02-28,3,10958,0.05
Mar 2021,SDN,46796616,River Nile,Barbar,second projection,2021-10-01,2022-02-28,4,0,0
Mar 2021,SDN,46796616,River Nile,Barbar,second projection,2021-10-01,2022-02-28,5,0,0
Mar 2021,SDN,46796616,River Nile,Ad damar,current,2021-04-01,2021-05-31,all,408702,1.0
Mar 2021,SDN,46796616,River Nile,Ad damar,current,2021-04-01,2021-05-31,3+,40870,0.1
Mar 2021,SDN,46796616,River Nile,Ad damar,current,2021-04-01,2021-05-31,1,245221,0.6
Mar 2021,SDN,46796616,River Nile,Ad damar,current,2021-04-01,2021-05-31,2,122610,0.3
Mar 2021,SDN,46796616,River Nile,Ad damar,current,2021-04-01,2021-05-31,3,20435,0.05
Mar 2021,SDN,46796616,River Nile,Ad damar,current,2021-04-01,2021-05-31,4,20435,0.05
Mar 2021,SDN,46796616,River Nile,Ad damar,current,2021-04-01,2021-05-31,5,0,0
Mar 2021,SDN,46796616,River Nile,Ad damar,first projection,2021-06-01,2021-09-30,all,408702,1.0
Mar 2021,SDN,46796616,River Nile,Ad damar,first projection,2021-06-01,2021-09-30,3+,61305,0.15
Mar 2021,SDN,46796616,River Nile,Ad damar,first projection,2021-06-01,2021-09-30,1,204351,0.5
Mar 2021,SDN,46796616,River Nile,Ad damar,first projection,2021-06-01,2021-09-30,2,143045,0.35
Mar 2021,SDN,46796616,River Nile,Ad damar,first projection,2021-06-01,2021-09-30,3,40870,0.1
Mar 2021,SDN,46796616,River Nile,Ad damar,first projection,2021-06-01,2021-09-30,4,20435,0.05
Mar 2021,SDN,46796616,River Nile,Ad damar,first projection,2021-06-01,2021-09-30,5,0,0
Mar 2021,SDN,46796616,River Nile,Ad damar,second projection,2021-10-01,2022-02-28,all,408702,1.0
Mar 2021,SDN,46796616,River Nile,Ad damar,second projection,2021-10-01,2022-02-28,3+,40870,0.1
Mar 2021,SDN,46796616,River Nile,Ad damar,second projection,2021-10-01,2022-02-28,1,224786,0.55
Mar 2021,SDN,46796616,River Nile,Ad damar,second projection,2021-10-01,2022-02-28,2,143045,0.35
Mar 2021,SDN,46796616,River Nile,Ad damar,second projection,2021-10-01,2022-02-28,3,40870,0.1
Mar 2021,SDN,46796616,River Nile,Ad damar,second projection,2021-10-01,2022-02-28,4,0,0
Mar 2021,SDN,46796616,River Nile,Ad damar,second projection,2021-10-01,2022-02-28,5,0,0
Mar 2021,SDN,46796616,River Nile,Al matama,current,2021-04-01,2021-05-31,all,218468,1.0
Mar 2021,SDN,46796616,River Nile,Al matama,current,2021-04-01,2021-05-31,3+,21846,0.1
Mar 2021,SDN,46796616,River Nile,Al matama,current,2021-04-01,2021-05-31,1,131080,0.6
Mar 2021,SDN,46796616,River Nile,Al matama,current,2021-04-01,2021-05-31,2,65540,0.3
Mar 2021,SDN,46796616,River Nile,Al matama,current,2021-04-01,2021-05-31,3,10923,0.05
Mar 2021,SDN,46796616,River Nile,Al matama,current,2021-04-01,2021-05-31,4,10923,0.05
Mar 2021,SDN,46796616,River Nile,Al matama,current,2021-04-01,2021-05-31,5,0,0
Mar 2021,SDN,46796616,River Nile,Al matama,first projection,2021-06-01,2021-09-30,all,218468,1.0
Mar 2021,SDN,46796616,River Nile,Al matama,first projection,2021-06-01,2021-09-30,3+,32769,0.15
Mar 2021,SDN,46796616,River Nile,Al matama,first projection,2021-06-01,2021-09-30,1,109234,0.5
Mar 2021,SDN,46796616,River Nile,Al matama,first projection,2021-06-01,2021-09-30,2,76463,0.35
Mar 2021,SDN,46796616,River Nile,Al matama,first projection,2021-06-01,2021-09-30,3,21846,0.1
Mar 2021,SDN,46796616,River Nile,Al matama,first projection,2021-06-01,2021-09-30,4,10923,0.05
Mar 2021,SDN,46796616,River Nile,Al matama,first projection,2021-06-01,2021-09-30,5,0,0
Mar 2021,SDN,46796616,River Nile,Al matama,second projection,2021-10-01,2022-02-28,all,218468,1.0
Mar 2021,SDN,46796616,River Nile,Al matama,second projection,2021-10-01,2022-02-28,3+,21846,0.1
Mar 2021,SDN,46796616,River Nile,Al matama,second projection,2021-10-01,2022-02-28,1,109234,0.5
Mar 2021,SDN,46796616,River Nile,Al matama,second projection,2021-10-01,2022-02-28,2,87387,0.4
Mar 2021,SDN,46796616,River Nile,Al matama,second projection,2021-10-01,2022-02-28,3,21846,0.1
Mar 2021,SDN,46796616,River Nile,Al matama,second projection,2021-10-01,2022-02-28,4,0,0
Mar 2021,SDN,46796616,River Nile,Al matama,second projection,2021-10-01,2022-02-28,5,0,0
Mar 2021,SDN,46796616,River Nile,Al buhaira,current,2021-04-01,2021-05-31,all,68783,1.0
Mar 2021,SDN,46796616,River Nile,Al buhaira,current,2021-04-01,2021-05-31,3+,3439,0.05
Mar 2021,SDN,46796616,River Nile,Al buhaira,current,2021-04-01,2021-05-31,1,37830,0.55
Mar 2021,SDN,46796616,River Nile,Al buhaira,current,2021-04-01,2021-05-31,2,27513,0.4
Mar 2021,SDN,46796616,River Nile,Al buhaira,current,2021-04-01,2021-05-31,3,3439,0.05
Mar 2021,SDN,46796616,River Nile,Al buhaira,current,2021-04-01,2021-05-31,4,0,0
Mar 2021,SDN,46796616,River Nile,Al buhaira,current,2021-04-01,2021-05-31,5,0,0
Mar 2021,SDN,46796616,River Nile,Al buhaira,first projection,2021-06-01,2021-09-30,all,68783,1.0
Mar 2021,SDN,46796616,River Nile,Al buhaira,first projection,2021-06-01,2021-09-30,3+,6878,0.1
Mar 2021,SDN,46796616,River Nile,Al buhaira,first projection,2021-06-01,2021-09-30,1,34391,0.5
Mar 2021,SDN,46796616,River Nile,Al buhaira,first projection,2021-06-01,2021-09-30,2,27513,0.4
Mar 2021,SDN,46796616,River Nile,Al buhaira,first projection,2021-06-01,2021-09-30,3,6878,0.1
Mar 2021,SDN,46796616,River Nile,Al buhaira,first projection,2021-06-01,2021-09-30,4,0,0
Mar 2021,SDN,46796616,River Nile,Al buhaira,first projection,2021-06-01,2021-09-30,5,0,0
Mar 2021,SDN,46796616,River Nile,Al buhaira,second projection,2021-10-01,2022-02-28,all,68783,1.0
Mar 2021,SDN,46796616,River Nile,Al buhaira,second projection,2021-10-01,2022-02-28,3+,6878,0.1
Mar 2021,SDN,46796616,River Nile,Al buhaira,second projection,2021-10-01,2022-02-28,1,37830,0.55
Mar 2021,SDN,46796616,River Nile,Al buhaira,second projection,2021-10-01,2022-02-28,2,24074,0.35
Mar 2021,SDN,46796616,River Nile,Al buhaira,second projection,2021-10-01,2022-02-28,3,6878,0.1
Mar 2021,SDN,46796616,River Nile,Al buhaira,second projection,2021-10-01,2022-02-28,4,0,0
Mar 2021,SDN,46796616,River Nile,Al buhaira,second projection,2021-10-01,2022-02-28,5,0,0
Mar 2021,SDN,46796616,River Nile,Atbara,current,2021-04-01,2021-05-31,all,193581,1.0
Mar 2021,SDN,46796616,River Nile,Atbara,current,2021-04-01,2021-05-31,3+,9679,0.05
Mar 2021,SDN,46796616,River Nile,Atbara,current,2021-04-01,2021-05-31,1,125827,0.65
Mar 2021,SDN,46796616,River Nile,Atbara,current,2021-04-01,2021-05-31,2,58074,0.3
Mar 2021,SDN,46796616,River Nile,Atbara,current,2021-04-01,2021-05-31,3,9679,0.05
Mar 2021,SDN,46796616,River Nile,Atbara,current,2021-04-01,2021-05-31,4,0,0
Mar 2021,SDN,46796616,River Nile,Atbara,current,2021-04-01,2021-05-31,5,0,0
Mar 2021,SDN,46796616,River Nile,Atbara,first projection,2021-06-01,2021-09-30,all,193581,1.0
Mar 2021,SDN,46796616,River Nile,Atbara,first projection,2021-06-01,2021-09-30,3+,19358,0.1
Mar 2021,SDN,46796616,River Nile,Atbara,first projection,2021-06-01,2021-09-30,1,106470,0.55
Mar 2021,SDN,46796616,River Nile,Atbara,first projection,2021-06-01,2021-09-30,2,67753,0.35
Mar 2021,SDN,46796616,River Nile,Atbara,first projection,2021-06-01,2021-09-30,3,19358,0.1
Mar 2021,SDN,46796616,River Nile,Atbara,first projection,2021-06-01,2021-09-30,4,0,0
Mar 2021,SDN,46796616,River Nile,Atbara,first projection,2021-06-01,2021-09-30,5,0,0
Mar 2021,SDN,46796616,River Nile,Atbara,second projection,2021-10-01,2022-02-28,all,193581,1.0
Mar 2021,SDN,46796616,River Nile,Atbara,second projection,2021-10-01,2022-02-28,3+,9679,0.05
Mar 2021,SDN,46796616,River Nile,Atbara,second projection,2021-10-01,2022-02-28,1,116149,0.6
Mar 2021,SDN,46796616,River Nile,Atbara,second projection,2021-10-01,2022-02-28,2,67753,0.35
Mar 2021,SDN,46796616,River Nile,Atbara,second projection,2021-10-01,2022-02-28,3,9679,0.05
Mar 2021,SDN,46796616,River Nile,Atbara,second projection,2021-10-01,2022-02-28,4,0,0
Mar 2021,SDN,46796616,River Nile,Atbara,second projection,2021-10-01,2022-02-28,5,0,0
Mar 2021,SDN,46796616,River Nile,Shendi,current,2021-04-01,2021-05-31,all,387556,1.0
Mar 2021,SDN,46796616,River Nile,Shendi,current,2021-04-01,2021-05-31,3+,19377,0.05
Mar 2021,SDN,46796616,River Nile,Shendi,current,2021-04-01,2021-05-31,1,251911,0.65
Mar 2021,SDN,46796616,River Nile,Shendi,current,2021-04-01,2021-05-31,2,116266,0.3
Mar 2021,SDN,46796616,River Nile,Shendi,current,2021-04-01,2021-05-31,3,19377,0.05
Mar 2021,SDN,46796616,River Nile,Shendi,current,2021-04-01,2021-05-31,4,0,0
Mar 2021,SDN,46796616,River Nile,Shendi,current,2021-04-01,2021-05-31,5,0,0
Mar 2021,SDN,46796616,River Nile,Shendi,first projection,2021-06-01,2021-09-30,all,387556,1.0
Mar 2021,SDN,46796616,River Nile,Shendi,first projection,2021-06-01,2021-09-30,3+,38755,0.1
Mar 2021,SDN,46796616,River Nile,Shendi,first projection,2021-06-01,2021-09-30,1,213155,0.55
Mar 2021,SDN,46796616,River Nile,Shendi,first projection,2021-06-01,2021-09-30,2,135644,0.35
Mar 2021,SDN,46796616,River Nile,Shendi,first projection,2021-06-01,2021-09-30,3,38755,0.1
Mar 2021,SDN,46796616,River Nile,Shendi,first projection,2021-06-01,2021-09-30,4,0,0
Mar 2021,SDN,46796616,River Nile,Shendi,first projection,2021-06-01,2021-09-30,5,0,0
Mar 2021,SDN,46796616,River Nile,Shendi,second projection,2021-10-01,2022-02-28,all,387556,1.0
Mar 2021,SDN,46796616,River Nile,Shendi,second projection,2021-10-01,2022-02-28,3+,19377,0.05
Mar 2021,SDN,46796616,River Nile,Shendi,second projection,2021-10-01,2022-02-28,1,232533,0.6
Mar 2021,SDN,46796616,River Nile,Shendi,second projection,2021-10-01,2022-02-28,2,135644,0.35
Mar 2021,SDN,46796616,River Nile,Shendi,second projection,2021-10-01,2022-02-28,3,19377,0.05
Mar 2021,SDN,46796616,River Nile,Shendi,second projection,2021-10-01,2022-02-28,4,0,0
Mar 2021,SDN,46796616,River Nile,Shendi,second projection,2021-10-01,2022-02-28,5,0,0
Mar 2021,SDN,46796616,East Darfur,Abu jabrah,current,2021-04-01,2021-05-31,all,91976,1.0
Mar 2021,SDN,46796616,East Darfur,Abu jabrah,current,2021-04-01,2021-05-31,3+,27592,0.3
Mar 2021,SDN,46796616,East Darfur,Abu jabrah,current,2021-04-01,2021-05-31,1,27592,0.3
Mar 2021,SDN,46796616,East Darfur,Abu jabrah,current,2021-04-01,2021-05-31,2,36790,0.4
Mar 2021,SDN,46796616,East Darfur,Abu jabrah,current,2021-04-01,2021-05-31,3,18395,0.2
Mar 2021,SDN,46796616,East Darfur,Abu jabrah,current,2021-04-01,2021-05-31,4,9197,0.1
Mar 2021,SDN,46796616,East Darfur,Abu jabrah,current,2021-04-01,2021-05-31,5,0,0
Mar 2021,SDN,46796616,East Darfur,Abu jabrah,first projection,2021-06-01,2021-09-30,all,91976,1.0
Mar 2021,SDN,46796616,East Darfur,Abu jabrah,first projection,2021-06-01,2021-09-30,3+,32191,0.35
Mar 2021,SDN,46796616,East Darfur,Abu jabrah,first projection,2021-06-01,2021-09-30,1,18395,0.2
Mar 2021,SDN,46796616,East Darfur,Abu jabrah,first projection,2021-06-01,2021-09-30,2,41389,0.45
Mar 2021,SDN,46796616,East Darfur,Abu jabrah,first projection,2021-06-01,2021-09-30,3,22994,0.25
Mar 2021,SDN,46796616,East Darfur,Abu jabrah,first projection,2021-06-01,2021-09-30,4,9197,0.1
Mar 2021,SDN,46796616,East Darfur,Abu jabrah,first projection,2021-06-01,2021-09-30,5,0,0
Mar 2021,SDN,46796616,East Darfur,Abu jabrah,second projection,2021-10-01,2022-02-28,all,91976,1.0
Mar 2021,SDN,46796616,East Darfur,Abu jabrah,second projection,2021-10-01,2022-02-28,3+,13795,0.15
Mar 2021,SDN,46796616,East Darfur,Abu jabrah,second projection,2021-10-01,2022-02-28,1,55185,0.6
Mar 2021,SDN,46796616,East Darfur,Abu jabrah,second projection,2021-10-01,2022-02-28,2,22994,0.25
Mar 2021,SDN,46796616,East Darfur,Abu jabrah,second projection,2021-10-01,2022-02-28,3,9197,0.1
Mar 2021,SDN,46796616,East Darfur,Abu jabrah,second projection,2021-10-01,2022-02-28,4,4598,0.05
Mar 2021,SDN,46796616,East Darfur,Abu jabrah,second projection,2021-10-01,2022-02-28,5,0,0
Mar 2021,SDN,46796616,East Darfur,Abu karinka,current,2021-04-01,2021-05-31,all,167708,1.0
Mar 2021,SDN,46796616,East Darfur,Abu karinka,current,2021-04-01,2021-05-31,3+,25155,0.15
Mar 2021,SDN,46796616,East Darfur,Abu karinka,current,2021-04-01,2021-05-31,1,75468,0.45
Mar 2021,SDN,46796616,East Darfur,Abu karinka,current,2021-04-01,2021-05-31,2,67083,0.4
Mar 2021,SDN,46796616,East Darfur,Abu karinka,current,2021-04-01,2021-05-31,3,16770,0.1
Mar 2021,SDN,46796616,East Darfur,Abu karinka,current,2021-04-01,2021-05-31,4,8385,0.05
Mar 2021,SDN,46796616,East Darfur,Abu karinka,current,2021-04-01,2021-05-31,5,0,0
Mar 2021,SDN,46796616,East Darfur,Abu karinka,first projection,2021-06-01,2021-09-30,all,167708,1.0
Mar 2021,SDN,46796616,East Darfur,Abu karinka,first projection,2021-06-01,2021-09-30,3+,50312,0.3
Mar 2021,SDN,46796616,East Darfur,Abu karinka,first projection,2021-06-01,2021-09-30,1,41927,0.25
Mar 2021,SDN,46796616,East Darfur,Abu karinka,first projection,2021-06-01,2021-09-30,2,75468,0.45
Mar 2021,SDN,46796616,East Darfur,Abu karinka,first projection,2021-06-01,2021-09-30,3,41927,0.25
Mar 2021,SDN,46796616,East Darfur,Abu karinka,first projection,2021-06-01,2021-09-30,4,8385,0.05
Mar 2021,SDN,46796616,East Darfur,Abu karinka,first projection,2021-06-01,2021-09-30,5,0,0
Mar 2021,SDN,46796616,East Darfur,Abu karinka,second projection,2021-10-01,2022-02-28,all,167708,1.0
Mar 2021,SDN,46796616,East Darfur,Abu karinka,second projection,2021-10-01,2022-02-28,3+,16770,0.1
Mar 2021,SDN,46796616,East Darfur,Abu karinka,second projection,2021-10-01,2022-02-28,1,117395,0.7
Mar 2021,SDN,46796616,East Darfur,Abu karinka,second projection,2021-10-01,2022-02-28,2,33541,0.2
Mar 2021,SDN,46796616,East Darfur,Abu karinka,second projection,2021-10-01,2022-02-28,3,16770,0.1
Mar 2021,SDN,46796616,East Darfur,Abu karinka,second projection,2021-10-01,2022-02-28,4,0,0
Mar 2021,SDN,46796616,East Darfur,Abu karinka,second projection,2021-10-01,2022-02-28,5,0,0
Mar 2021,SDN,46796616,East Darfur,Ad du'ayn,current,2021-04-01,2021-05-31,all,145322,1.0
Mar 2021,SDN,46796616,East Darfur,Ad du'ayn,current,2021-04-01,2021-05-31,3+,21798,0.15
Mar 2021,SDN,46796616,East Darfur,Ad du'ayn,current,2021-04-01,2021-05-31,1,50862,0.35
Mar 2021,SDN,46796616,East Darfur,Ad du'ayn,current,2021-04-01,2021-05-31,2,72661,0.5
Mar 2021,SDN,46796616,East Darfur,Ad du'ayn,current,2021-04-01,2021-05-31,3,14532,0.1
Mar 2021,SDN,46796616,East Darfur,Ad du'ayn,current,2021-04-01,2021-05-31,4,7266,0.05
Mar 2021,SDN,46796616,East Darfur,Ad du'ayn,current,2021-04-01,2021-05-31,5,0,0
Mar 2021,SDN,46796616,East Darfur,Ad du'ayn,first projection,2021-06-01,2021-09-30,all,145322,1.0
Mar 2021,SDN,46796616,East Darfur,Ad du'ayn,first projection,2021-06-01,2021-09-30,3+,43596,0.3
Mar 2021,SDN,46796616,East Darfur,Ad du'ayn,first projection,2021-06-01,2021-09-30,1,29064,0.2
Mar 2021,SDN,46796616,East Darfur,Ad du'ayn,first projection,2021-06-01,2021-09-30,2,72661,0.5
Mar 2021,SDN,46796616,East Darfur,Ad du'ayn,first projection,2021-06-01,2021-09-30,3,29064,0.2
Mar 2021,SDN,46796616,East Darfur,Ad du'ayn,first projection,2021-06-01,2021-09-30,4,14532,0.1
Mar 2021,SDN,46796616,East Darfur,Ad du'ayn,first projection,2021-06-01,2021-09-30,5,0,0
Mar 2021,SDN,46796616,East Darfur,Ad du'ayn,second projection,2021-10-01,2022-02-28,all,145322,1.0
Mar 2021,SDN,46796616,East Darfur,Ad du'ayn,second projection,2021-10-01,2022-02-28,3+,21798,0.15
Mar 2021,SDN,46796616,East Darfur,Ad du'ayn,second projection,2021-10-01,2022-02-28,1,72661,0.5
Mar 2021,SDN,46796616,East Darfur,Ad du'ayn,second projection,2021-10-01,2022-02-28,2,50862,0.35
Mar 2021,SDN,46796616,East Darfur,Ad du'ayn,second projection,2021-10-01,2022-02-28,3,14532,0.1
Mar 2021,SDN,46796616,East Darfur,Ad du'ayn,second projection,2021-10-01,2022-02-28,4,7266,0.05
Mar 2021,SDN,46796616,East Darfur,Ad du'ayn,second projection,2021-10-01,2022-02-28,5,0,0
Mar 2021,SDN,46796616,East Darfur,Adila,current,2021-04-01,2021-05-31,all,135338,1.0
Mar 2021,SDN,46796616,East Darfur,Adila,current,2021-04-01,2021-05-31,3+,20299,0.15
Mar 2021,SDN,46796616,East Darfur,Adila,current,2021-04-01,2021-05-31,1,54135,0.4
Mar 2021,SDN,46796616,East Darfur,Adila,current,2021-04-01,2021-05-31,2,60902,0.45
Mar 2021,SDN,46796616,East Darfur,Adila,current,2021-04-01,2021-05-31,3,13533,0.1
Mar 2021,SDN,46796616,East Darfur,Adila,current,2021-04-01,2021-05-31,4,6766,0.05
Mar 2021,SDN,46796616,East Darfur,Adila,current,2021-04-01,2021-05-31,5,0,0
Mar 2021,SDN,46796616,East Darfur,Adila,first projection,2021-06-01,2021-09-30,all,135338,1.0
Mar 2021,SDN,46796616,East Darfur,Adila,first projection,2021-06-01,2021-09-30,3+,20299,0.15
Mar 2021,SDN,46796616,East Darfur,Adila,first projection,2021-06-01,2021-09-30,1,40601,0.3
Mar 2021,SDN,46796616,East Darfur,Adila,first projection,2021-06-01,2021-09-30,2,74435,0.55
Mar 2021,SDN,46796616,East Darfur,Adila,first projection,2021-06-01,2021-09-30,3,13533,0.1
Mar 2021,SDN,46796616,East Darfur,Adila,first projection,2021-06-01,2021-09-30,4,6766,0.05
Mar 2021,SDN,46796616,East Darfur,Adila,first projection,2021-06-01,2021-09-30,5,0,0
Mar 2021,SDN,46796616,East Darfur,Adila,second projection,2021-10-01,2022-02-28,all,135338,1.0
Mar 2021,SDN,46796616,East Darfur,Adila,second projection,2021-10-01,2022-02-28,3+,13533,0.1
Mar 2021,SDN,46796616,East Darfur,Adila,second projection,2021-10-01,2022-02-28,1,87969,0.65
Mar 2021,SDN,46796616,East Darfur,Adila,second projection,2021-10-01,2022-02-28,2,33834,0.25
Mar 2021,SDN,46796616,East Darfur,Adila,second projection,2021-10-01,2022-02-28,3,13533,0.1
Mar 2021,SDN,46796616,East Darfur,Adila,second projection,2021-10-01,2022-02-28,4,0,0
Mar 2021,SDN,46796616,East Darfur,Adila,second projection,2021-10-01,2022-02-28,5,0,0
Mar 2021,SDN,46796616,East Darfur,Al firdous,current,2021-04-01,2021-05-31,all,105838,1.0
Mar 2021,SDN,46796616,East Darfur,Al firdous,current,2021-04-01,2021-05-31,3+,15875,0.15
Mar 2021,SDN,46796616,East Darfur,Al firdous,current,2021-04-01,2021-05-31,1,47627,0.45
Mar 2021,SDN,46796616,East Darfur,Al firdous,current,2021-04-01,2021-05-31,2,42335,0.4
Mar 2021,SDN,46796616,East Darfur,Al firdous,current,2021-04-01,2021-05-31,3,15875,0.15
Mar 2021,SDN,46796616,East Darfur,Al firdous,current,2021-04-01,2021-05-31,4,0,0
Mar 2021,SDN,46796616,East Darfur,Al firdous,current,2021-04-01,2021-05-31,5,0,0
Mar 2021,SDN,46796616,East Darfur,Al firdous,first projection,2021-06-01,2021-09-30,all,105838,1.0
Mar 2021,SDN,46796616,East Darfur,Al firdous,first projection,2021-06-01,2021-09-30,3+,26458,0.25
Mar 2021,SDN,46796616,East Darfur,Al firdous,first projection,2021-06-01,2021-09-30,1,31751,0.3
Mar 2021,SDN,46796616,East Darfur,Al firdous,first projection,2021-06-01,2021-09-30,2,47627,0.45
Mar 2021,SDN,46796616,East Darfur,Al firdous,first projection,2021-06-01,2021-09-30,3,21167,0.2
Mar 2021,SDN,46796616,East Darfur,Al firdous,first projection,2021-06-01,2021-09-30,4,5291,0.05
Mar 2021,SDN,46796616,East Darfur,Al firdous,first projection,2021-06-01,2021-09-30,5,0,0
Mar 2021,SDN,46796616,East Darfur,Al firdous,second projection,2021-10-01,2022-02-28,all,105838,1.0
Mar 2021,SDN,46796616,East Darfur,Al firdous,second projection,2021-10-01,2022-02-28,3+,5291,0.05
Mar 2021,SDN,46796616,East Darfur,Al firdous,second projection,2021-10-01,2022-02-28,1,84670,0.8
Mar 2021,SDN,46796616,East Darfur,Al firdous,second projection,2021-10-01,2022-02-28,2,15875,0.15
Mar 2021,SDN,46796616,East Darfur,Al firdous,second projection,2021-10-01,2022-02-28,3,5291,0.05
Mar 2021,SDN,46796616,East Darfur,Al firdous,second projection,2021-10-01,2022-02-28,4,0,0
Mar 2021,SDN,46796616,East Darfur,Al firdous,second projection,2021-10-01,2022-02-28,5,0,0
Mar 2021,SDN,46796616,East Darfur,Assalaya,current,2021-04-01,2021-05-31,all,133060,1.0
Mar 2021,SDN,46796616,East Darfur,Assalaya,current,2021-04-01,2021-05-31,3+,19959,0.15
Mar 2021,SDN,46796616,East Darfur,Assalaya,current,2021-04-01,2021-05-31,1,59877,0.45
Mar 2021,SDN,46796616,East Darfur,Assalaya,current,2021-04-01,2021-05-31,2,53224,0.4
Mar 2021,SDN,46796616,East Darfur,Assalaya,current,2021-04-01,2021-05-31,3,13306,0.1
Mar 2021,SDN,46796616,East Darfur,Assalaya,current,2021-04-01,2021-05-31,4,6653,0.05
Mar 2021,SDN,46796616,East Darfur,Assalaya,current,2021-04-01,2021-05-31,5,0,0
Mar 2021,SDN,46796616,East Darfur,Assalaya,first projection,2021-06-01,2021-09-30,all,133060,1.0
Mar 2021,SDN,46796616,East Darfur,Assalaya,first projection,2021-06-01,2021-09-30,3+,39918,0.3
Mar 2021,SDN,46796616,East Darfur,Assalaya,first projection,2021-06-01,2021-09-30,1,39918,0.3
Mar 2021,SDN,46796616,East Darfur,Assalaya,first projection,2021-06-01,2021-09-30,2,53224,0.4
Mar 2021,SDN,46796616,East Darfur,Assalaya,first projection,2021-06-01,2021-09-30,3,26612,0.2
